,marcEntry,callNumber,library,numberOfCharges,numberOfBills,numberOfCopyHolds,totalCharges,inhouseCharges,totalCheckouts,totalRenewals,intervalCheckouts,intervalRenewals,intervalStartDate,recirculate,dateLastUsed,isReserveItem,copyNumber,itemID,library2,libraryDescription,currentLibrary,location,inTransitTo,inTransitFrom,datePutInTransit,transitReason
281,Philosophy for dummies / by Tom Morris.,B74 .M67 1999,LINCOLNCTR,0.0,0.0,0.0,59.0,0.0,10.0,8.0,0.0,0.0,1/14/2025,YES,2015-09-02,False,1.0,0201603896709,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
6456,Success for dummies / by Zig Ziglar ; foreword by Lou Holtz.,BF637.S8 Z54 1998,LINCOLNCTR,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,2008-05-01,False,1.0,0201603052105,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
7783,Astrology for dummies / by Rae Orion.,BF1708.1 .O75 1999,LINCOLNCTR,0.0,0.0,0.0,26.0,1.0,2.0,2.0,0.0,0.0,1/14/2025,YES,2016-08-22,False,1.0,0201603979273,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
8613,Etiquette for dummies / by Sue Fox.,BJ1853 .F69 1999,LINCOLNCTR,0.0,0.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,1/14/2025,YES,2014-04-02,False,1.0,0201603979257,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
38820,Workouts for dummies / by Tamilee Webb with Lori Seeger.,GV481 .W44 1998,LINCOLNCTR,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,2008-07-02,False,1.0,0201603464284,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
38821,Weight training for dummies / Liz Neporent and Suzanne Schlosberg.,GV546.5 .N46 1997,LINCOLNCTR,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,2010-07-06,False,1.0,0201602631974,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
38823,Sports memorabilia for dummies / by Pete Williams ; foreward by Gary Carter.,GV568.5 .W55 1998,LINCOLNCTR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,,False,1.0,0201603317151,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
38873,Sailing for dummies / by JJ and Peter Isler.,GV811 .I8 1997,LINCOLNCTR,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,2002-06-11,False,1.0,0201602640561,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
38881,Hockey for dummies / by John Davidson with John Steinbreder ; preface by Mike Myers ; forward by Wayne Gretzky.,GV847 .G38 1997,LINCOLNCTR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,,False,1.0,0201602774766,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
38883,Figure skating for dummies / by Kristi Yamaguchi with Christy Ness and Jody Meacham ; foreword by Scott Hamilton.,GV849 .Y36 1997,LINCOLNCTR,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,2002-07-31,False,1.0,0201602861423,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
38884,Skiing for dummies / by Allen St. John ; foreword by Jonny Moseley.,GV854 .S23 1999,LINCOLNCTR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,,False,1.0,0201603881990,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
38889,Baseball for dummies / by Joe Morgan with Richard Lally ; foreword by Sparky Anderson.,GV863.A1 M67 1998,LINCOLNCTR,0.0,0.0,0.0,14.0,0.0,1.0,11.0,0.0,0.0,1/14/2025,YES,2017-01-18,False,1.0,0201603052717,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
38932,Basketball for dummies / by Digger Phelps with John Walters ; foreword by Dick Vitale.,GV885 .P48 1997,LINCOLNCTR,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,2005-08-26,False,1.0,0201602773750,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
38944,Football for dummies / by Howie Long with John Czarnecki.,GV951 .L65 1998,LINCOLNCTR,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,2004-05-06,False,1.0,0201603298450,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
38950,Golf for dummies / by Gary McCord  ; foreword by Alice Cooper.,GV965 .M236 1999,LINCOLNCTR,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,1/14/2025,YES,2012-08-21,False,1.0,0201603573019,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
38955,Tennis for dummies / by Patrick McEnroe with Peter Bodo ; foreword by John McEnroe.,GV995 .M34 1998,LINCOLNCTR,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,2005-07-05,False,1.0,0201603298492,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
38958,Bicycling for dummies / by Allen St. John.,GV1041 .S22 1999,LINCOLNCTR,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1/14/2025,YES,2012-05-01,False,1.0,0201603568829,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
38963,Running for dummies / by Florence Griffith Joyner and John Hanc ; foreword by Jackie Joyner-Kersee.,GV1061 .G75 1999,LINCOLNCTR,0.0,0.0,0.0,15.0,0.0,1.0,0.0,0.0,0.0,1/14/2025,YES,2012-04-30,False,1.0,0201603606561,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
38976,Card games for dummies / by Barry Rigal ; foreword by Omar Sharif.,GV1243 .R54 1997,LINCOLNCTR,0.0,0.0,0.0,20.0,0.0,2.0,12.0,0.0,0.0,1/14/2025,YES,2012-03-02,False,1.0,0201602837910,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
38978,Bridge for dummies / by Eddie Kantar.,GV1282.3 .K36 1997,LINCOLNCTR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,,False,1.0,0201602639506,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
38983,Chess for dummies / by James Eade.,GV1446 .E23 1996,LINCOLNCTR,0.0,0.0,0.0,52.0,0.0,2.0,9.0,0.0,0.0,1/14/2025,YES,2022-08-23,False,1.0,0201602373643,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
38988,Cocktail parties for dummies / by Jaymz Bee with Jan Gregor.,GV1471 .B44 1997,LINCOLNCTR,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,2003-04-14,False,1.0,0201602790077,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
38989,Entertaining for dummies / by Suzanne Williamson with Linda Smith ; foreword by Pat Conroy.,GV1471 .W55 1997,LINCOLNCTR,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,2003-04-14,False,1.0,0201602775953,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
38994,Magic for dummies / by David Pogue.,GV1547 .P64 1998,LINCOLNCTR,0.0,0.0,0.0,24.0,0.0,2.0,0.0,0.0,0.0,1/14/2025,YES,2014-05-05,False,1.0,0201603249222,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
45096,Small business networking for dummies / by Glenn E. Weadock ; illustrated by Emily Sherrill Weadock ; foreword by Eric Schmidt.,HD30.37 .W423 1998,LINCOLNCTR,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1/14/2025,YES,2017-06-27,False,1.0,0201603057369,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
45097,Small business networking for dummies / by Glenn E. Weadock ; illustrated by Emily Sherrill Weadock ; foreword by Eric Schmidt.,HD30.37 .W423 1998,LINCOLNCTR,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1/14/2025,YES,2017-06-27,False,2.0,0201602928909,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
50898,cc:Mail for dummies / by Victor R. Garza.,HE6239.E54 G37 1997,LINCOLNCTR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,,False,1.0,0201602631016,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
50899,"E-mail for dummies / by John R. Levine, Carol Baroudi, Margy Levine Young, and Arnold Reinhold.",HE6239.E54 L48 1997,LINCOLNCTR,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1/14/2025,YES,2017-06-28,False,1.0,0201602640603,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
50900,"E-mail for dummies / by John R. Levine, Carol Baroudi, Margy Levine Young, and Arnold Reinhold.",HE6239.E54 L48 1997,LINCOLNCTR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,,False,2.0,0201602928842,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
51890,Job hunting for dummies / by Max Messmer ; foreword by Robert Half.,HF5382.7 .M474 1999,LINCOLNCTR,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,2000-04-28,False,1.0,0201603855515,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
52610,Lotus Domino for dummies / by Jon S. Stuart.,HF5548.4.L673 S78 1997,LINCOLNCTR,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,1999-03-19,False,1.0,0201602686929,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
52611,1-2-3 97 for Windows for dummies / by John Walkenbach.,HF5548.4.L67 W35 1997,LINCOLNCTR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,,False,1.0,0201602458337,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
52612,SmartSuite 97 for Windows for dummies / by Jan Weingarten and Michael Meadhra.,HF5548.4.L6925 W45 1997,LINCOLNCTR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,,False,1.0,0201602457040,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
52614,Lotus Notes R5 for dummies / by Steve Londergan and Pat Freeland.,HF5548.4.L692 L655 1999,LINCOLNCTR,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,2002-09-04,False,1.0,0201603569488,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
52615,Lotus Notes 4.5 for dummies : quick reference / Stephen Londergan & Pat Freeland.,HF5548.4.L692 L656 1997,LINCOLNCTR,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,1998-11-09,False,1.0,0201602735007,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
52616,Lotus Notes R5 for dummies : quick references / by Steve Londergan and Pat Freeland.,HF5548.4.L692 L656 1999,LINCOLNCTR,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,2002-10-14,False,1.0,0201603749551,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
52618,Excel 2000 for Windows for dummies / by Greg Harvey.,HF5548.4.M523 H374 1999,LINCOLNCTR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,CHARGED,2019-11-19,False,1.0,0201603572805,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,TRACE,,,,
52624,Microsoft Office 97 for Windows for dummies : quick reference / by Wallace Wang and Roger C. Parker.,HF5548.4.M525 L693 1996,LINCOLNCTR,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,2001-10-14,False,1.0,0201602535712,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
52633,Microsoft Works 2000 for dummies : quick reference / by Bjoern-Erik Hartsfvang and Stuart J. Stuple.,HF5548.4.M53 H37 1999,LINCOLNCTR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,,False,1.0,0201603978879,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
53404,Business writing for dummies / by Sheryl Lindsell-Roberts.,HF5718.3 .L57 1999,LINCOLNCTR,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,1999-12-07,False,1.0,0201603568787,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
53405,Writing business letters for dummies / by Sheryl Lindsell-Roberts.,HF5718.3 .L58 1999,LINCOLNCTR,0.0,1.0,0.0,10.0,0.0,1.0,1.0,0.0,0.0,1/14/2025,YES,2018-01-31,False,1.0,0201603920426,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
54576,Investing for dummies / by Eric Tyson.,HG4521 .T97 1999,LINCOLNCTR,0.0,1.0,0.0,34.0,0.0,3.0,0.0,0.0,0.0,1/14/2025,YES,2014-08-04,False,1.0,0201603936919,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
54754,Mortgages for dummies / by Eric Tyson and Ray Brown.,HG4655 .T97 1999,LINCOLNCTR,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1/14/2025,YES,2016-06-16,False,1.0,0201603574520,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
59912,Making marriage work for dummies / by Steven Simring and Sue Klavans Simring with Gene Busnar.,HQ734 .S62 1999,LINCOLNCTR,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,2004-12-01,False,1.0,0201603960307,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
59929,Weddings for dummies / by Marcy Blum and Laura Fisher Kaiser.,HQ745 .B58 1997,LINCOLNCTR,0.0,0.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,1/14/2025,YES,2015-07-13,False,1.0,0201602947834,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
60795,Dating for dummies / by Joy Browne.,HQ801 .B87 1997,LINCOLNCTR,1.0,0.0,0.0,28.0,1.0,2.0,4.0,0.0,0.0,1/14/2025,CHARGED,2020-01-30,False,1.0,0201602959318,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,TRACE,,,,
60850,Divorce for dummies / by John Ventura and Mary Reed.,HQ834 .V46 1998,LINCOLNCTR,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,2001-05-06,False,1.0,0201603134648,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
73122,College planning for dummies / by Pat Ordovensky.,LB2350.5 .O77 1999,LINCOLNCTR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,,False,1.0,0201603797089,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
73130,The ACT for dummies / by Suzee Vlk.,LB2353.48 .V56 1999,LINCOLNCTR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,,False,1.0,0201603955455,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
73132,The SAT I for dummies / by Suzee Vlk.,LB2353.57 .V56 1999,LINCOLNCTR,0.0,0.0,0.0,14.0,0.0,1.0,5.0,0.0,0.0,1/14/2025,YES,2012-06-16,False,1.0,0201603816897,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
73139,The GRE for dummies / by Suzee Vlk.,LB2367.4 .V557 1998,LINCOLNCTR,0.0,0.0,0.0,16.0,0.0,2.0,1.0,0.0,0.0,1/14/2025,YES,2013-05-14,False,1.0,0201603045604,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
76486,Opera for dummies / by David Pogue and Scott Speck ; foreword by Roger Pines.,ML1700 .P64 1997,LINCOLNCTR,0.0,0.0,0.0,23.0,1.0,0.0,0.0,0.0,0.0,1/14/2025,YES,2017-08-22,False,1.0,0201602758249,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
76487,Opera for dummies / by David Pogue and Scott Speck ; foreword by Roger Pines.,ML1700 .P64 1997,LINCOLNCTR,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,2004-01-15,False,2.0,0201602476057,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
76488,Opera for dummies / by David Pogue and Scott Speck ; foreword by Roger Pines.,ML1700 .P64 1997,LINCOLNCTR,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,2009-02-24,False,3.0,0201606323180,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
76616,"Blues for dummies / by Lonnie Brooks, Cub Koda, and Wayne Baker Brooks ; foreward by Dan Aykroyd ; afterword by B.B. King.",ML3521 .B76 1998,LINCOLNCTR,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1/14/2025,YES,2020-09-08,False,1.0,0201603301486,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
76617,"Blues for dummies / by Lonnie Brooks, Cub Koda, and Wayne Baker Brooks ; foreward by Dan Aykroyd ; afterword by B.B. King.",ML3521 .B76 1998,LINCOLNCTR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,,False,2.0,0201602489902,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
76783,Classical music for dummies / by David Pogue and Scott Speck ; preface by Zarin Mehta ; foreword by Glenn Dicterow.,ML3880 .P64 1997,LINCOLNCTR,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,1/14/2025,YES,2017-08-22,False,1.0,0201602774725,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
76784,Classical music for dummies / by David Pogue and Scott Speck ; preface by Zarin Mehta ; foreword by Glenn Dicterow.,ML3880 .P64 1997,LINCOLNCTR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,,False,2.0,0201602476065,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
76882,Piano for dummies / by Blake Neely.,MT220 .N44 1998,LINCOLNCTR,0.0,0.0,0.0,49.0,0.0,2.0,16.0,0.0,2.0,1/14/2025,YES,2025-02-20,False,1.0,0201603317136,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
77788,Art for dummies / by Thomas Hoving ; foreword by Andrew Wyeth.,N7477 .H68 1999,LINCOLNCTR,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,1/14/2025,YES,2022-11-10,False,1.0,0201603922323,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
78386,Decks & patios for dummies / by Robert J. Beckstrom & the editors of the National Gardening Association.,NA8375 .B43 1998,LINCOLNCTR,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,2001-09-25,False,1.0,0201603075304,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
79274,Antiquing for dummies / by Ron Zoglin and Deborah Shouse.,NK1125 .Z64 1999,LINCOLNCTR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,,False,1.0,0201603572789,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
